"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:0019367"	0.0307802971608413	0.996798169003477	3	6	"fatty acid elongation, saturated fatty acid"	"BP"
"GO:0102336"	0.0307802971608413	0.996798169003477	3	6	"3-oxo-arachidoyl-CoA synthase activity"	"MF"
"GO:0102337"	0.0307802971608413	0.996798169003477	3	6	"3-oxo-cerotoyl-CoA synthase activity"	"MF"
"GO:0102338"	0.0307802971608413	0.996798169003477	3	6	"3-oxo-lignoceronyl-CoA synthase activity"	"MF"
"GO:0046349"	0.0307813453590227	0.996798015885756	3	6	"amino sugar biosynthetic process"	"BP"
"GO:0006569"	0.0307891517284228	0.996796875484235	3	6	"tryptophan catabolic process"	"BP"
"GO:0019441"	0.0307891517284228	0.996796875484235	3	6	"tryptophan catabolic process to kynurenine"	"BP"
"GO:0042436"	0.0307891517284228	0.996796875484235	3	6	"indole-containing compound catabolic process"	"BP"
"GO:0046218"	0.0307891517284228	0.996796875484235	3	6	"indolalkylamine catabolic process"	"BP"
"GO:0050804"	0.0308378024697959	0.980098599359115	38	221	"modulation of synaptic transmission"	"BP"
"GO:0060038"	0.0308685705880631	0.988047121358492	10	41	"cardiac muscle cell proliferation"	"BP"
"GO:0030048"	0.0310438084325836	0.98519187962171	15	71	"actin filament-based movement"	"BP"
"GO:0019755"	0.0310594505966905	0.996757312612592	3	6	"one-carbon compound transport"	"BP"
"GO:0048484"	0.0311014702626439	0.996751149070736	3	6	"enteric nervous system development"	"BP"
"GO:2000401"	0.0311945067646547	0.989423372247208	8	32	"regulation of lymphocyte migration"	"BP"
"GO:0043123"	0.0312315812848606	0.982216164461243	24	129	"positive regulation of I-kappaB kinase/NF-kappaB signaling"	"BP"
"GO:0015868"	0.0312677779547972	0.996726719794494	3	6	"purine ribonucleotide transport"	"BP"
"GO:0097164"	0.0313107287754505	0.982657948359882	22	117	"ammonium ion metabolic process"	"BP"
"GO:0006207"	0.0314671465442784	0.99669736089196	3	6	"'de novo' pyrimidine nucleobase biosynthetic process"	"BP"
"GO:0019856"	0.0314671465442784	0.99669736089196	3	6	"pyrimidine nucleobase biosynthetic process"	"BP"
"GO:0046653"	0.0314838004735212	0.991541513894986	6	20	"tetrahydrofolate metabolic process"	"BP"
"GO:0006801"	0.0315877070378671	0.986970593578974	11	49	"superoxide metabolic process"	"BP"
"GO:1903430"	0.0316008201591087	0.996677631578542	3	6	"negative regulation of cell maturation"	"BP"
"GO:0014824"	0.0316420440185073	0.996671540006174	3	6	"artery smooth muscle contraction"	"BP"
"GO:0035815"	0.0316420440185073	0.996671540006174	3	6	"positive regulation of renal sodium excretion"	"BP"
"GO:0051503"	0.03165851713605	0.99666910485468	3	6	"adenine nucleotide transport"	"BP"
"GO:0048477"	0.0317734924632553	0.986318677148189	12	53	"oogenesis"	"BP"
"GO:0019534"	0.0318213927038282	0.996644998485964	3	6	"toxin transporter activity"	"MF"
"GO:0005436"	0.0318352737905016	0.996642941571306	3	6	"sodium:phosphate symporter activity"	"MF"
"GO:0045429"	0.0318407580161983	0.988355158535396	9	36	"positive regulation of nitric oxide biosynthetic process"	"BP"
"GO:1904407"	0.0318407580161983	0.988355158535396	9	36	"positive regulation of nitric oxide metabolic process"	"BP"
"GO:0003223"	0.0318473783559005	0.996641147590115	3	6	"ventricular compact myocardium morphogenesis"	"BP"
"GO:0010746"	0.0318501447202769	0.996640737554596	3	6	"regulation of plasma membrane long-chain fatty acid transport"	"BP"
"GO:0051549"	0.0318501447202769	0.996640737554596	3	6	"positive regulation of keratinocyte migration"	"BP"
"GO:0051494"	0.031881606565943	0.98289175879234	20	103	"negative regulation of cytoskeleton organization"	"BP"
"GO:1901019"	0.0319243858322753	0.986837133253973	11	48	"regulation of calcium ion transmembrane transporter activity"	"BP"
"GO:1902445"	0.031943276542412	0.998773297667133	2	3	"regulation of mitochondrial membrane permeability involved in programmed necrotic cell death"	"BP"
"GO:0033273"	0.0319571464050349	0.99138324368453	6	20	"response to vitamin"	"BP"
"GO:0019001"	0.0320535954462552	0.977794320179023	52	322	"guanyl nucleotide binding"	"MF"
"GO:0060142"	0.0321955424974023	0.991303299612606	6	20	"regulation of syncytium formation by plasma membrane fusion"	"BP"
"GO:0055085"	0.0322075810029457	0.975272445869234	98	656	"transmembrane transport"	"BP"
"GO:0001786"	0.032253735085855	0.989092895820592	8	30	"phosphatidylserine binding"	"MF"
"GO:2001026"	0.0322670597504033	0.992704078248326	5	15	"regulation of endothelial cell chemotaxis"	"BP"
"GO:0090277"	0.0324183009838366	0.984428958286749	15	72	"positive regulation of peptide hormone secretion"	"BP"
"GO:0034375"	0.0325831500936866	0.994225802465402	4	11	"high-density lipoprotein particle remodeling"	"BP"
"GO:0060143"	0.0326622009736294	0.992589865456508	5	15	"positive regulation of syncytium formation by plasma membrane fusion"	"BP"
"GO:0016709"	0.0327226095693195	0.989924752141987	7	25	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"MF"
"GO:0003416"	0.0327436628312107	0.992566268355732	5	15	"endochondral bone growth"	"BP"
"GO:0071333"	0.0329513739182581	0.983274306065432	17	86	"cellular response to glucose stimulus"	"BP"
"GO:0055024"	0.0329634212961497	0.984625934399115	14	65	"regulation of cardiac muscle tissue development"	"BP"
"GO:0006195"	0.0329917288476914	0.988738704712647	8	31	"purine nucleotide catabolic process"	"BP"
"GO:0090504"	0.033187673070451	0.989749934574595	7	25	"epiboly"	"BP"
"GO:0022604"	0.0332044388807884	0.976402054922498	59	368	"regulation of cell morphogenesis"	"BP"
"GO:0006734"	0.033204613241368	0.990963208077294	6	20	"NADH metabolic process"	"BP"
"GO:0030042"	0.0332156296265955	0.986937697534519	10	42	"actin filament depolymerization"	"BP"
"GO:0010955"	0.0333485542613025	0.987656048083582	9	37	"negative regulation of protein processing"	"BP"
"GO:1903318"	0.0333485542613025	0.987656048083582	9	37	"negative regulation of protein maturation"	"BP"
"GO:0005978"	0.0333821628348258	0.987684155148077	9	36	"glycogen biosynthetic process"	"BP"
"GO:0009250"	0.0333821628348258	0.987684155148077	9	36	"glucan biosynthetic process"	"BP"
"GO:0019200"	0.0333849745868371	0.990902131546467	6	20	"carbohydrate kinase activity"	"MF"
"GO:0009268"	0.033418767904907	0.98966284891839	7	25	"response to pH"	"BP"
"GO:0046835"	0.0334724696140746	0.992354382449541	5	15	"carbohydrate phosphorylation"	"BP"
"GO:0034329"	0.0335641573533549	0.980056122879656	27	148	"cell junction assembly"	"BP"
"GO:0007008"	0.0336043650012511	0.996032780515515	3	7	"outer mitochondrial membrane organization"	"BP"
"GO:0072576"	0.0336799003464709	0.990802072755706	6	20	"liver morphogenesis"	"BP"
"GO:0045668"	0.03378507322544	0.987507714188115	9	36	"negative regulation of osteoblast differentiation"	"BP"
"GO:0007268"	0.0338316220636507	0.97640023639688	53	326	"chemical synaptic transmission"	"BP"
"GO:0098916"	0.0338316220636507	0.97640023639688	53	326	"anterograde trans-synaptic signaling"	"BP"
"GO:0043491"	0.0339650288688073	0.980486502580091	24	130	"protein kinase B signaling"	"BP"
"GO:0071822"	0.034110083213048	0.972411099944275	150	1050	"protein complex subunit organization"	"BP"
"GO:0019956"	0.034132590781305	0.990648040964695	6	20	"chemokine binding"	"MF"
"GO:0046717"	0.0341357422706419	0.984517819338103	13	60	"acid secretion"	"BP"
"GO:0045742"	0.0342061194551853	0.990622971178236	6	20	"positive regulation of epidermal growth factor receptor signaling pathway"	"BP"
"GO:0030865"	0.034269943290368	0.987294816069989	9	36	"cortical cytoskeleton organization"	"BP"
"GO:0034377"	0.0344445394204975	0.990450774611326	6	21	"plasma lipoprotein particle assembly"	"BP"
"GO:0004029"	0.0345044549867658	0.992052003141856	5	15	"aldehyde dehydrogenase (NAD) activity"	"MF"
"GO:0032409"	0.0345746930327477	0.979605287124814	26	144	"regulation of transporter activity"	"BP"
"GO:0060230"	0.034582228189298	0.998611432017047	2	3	"lipoprotein lipase activator activity"	"MF"
"GO:0046579"	0.0346241148162512	0.986285329099973	10	42	"positive regulation of Ras protein signal transduction"	"BP"
"GO:0001938"	0.0347081823978	0.984796184794075	12	55	"positive regulation of endothelial cell proliferation"	"BP"
"GO:0004175"	0.0347919901160927	0.976803816559538	42	252	"endopeptidase activity"	"MF"
"GO:1903055"	0.0347991985967721	0.991965141219403	5	15	"positive regulation of extracellular matrix organization"	"BP"
"GO:0046323"	0.0348153680876868	0.983116411741077	15	72	"glucose import"	"BP"
"00410"	0.0349045001755344	0.990384150729811	6	20	"beta-Alanine metabolism"	"KEGG"
"GO:0002455"	0.0349268066019901	0.986960416320153	9	37	"humoral immune response mediated by circulating immunoglobulin"	"BP"
"GO:0072132"	0.0350206750623775	0.986963976445315	9	36	"mesenchyme morphogenesis"	"BP"
"GO:0048339"	0.0352474645758064	0.991832614199103	5	15	"paraxial mesoderm development"	"BP"
"GO:0048469"	0.035344920123702	0.980478963777522	21	110	"cell maturation"	"BP"
"GO:0045124"	0.0353714437925456	0.987756461340966	8	31	"regulation of bone resorption"	"BP"
"GO:0070306"	0.0353831923048311	0.990219723371664	6	20	"lens fiber cell differentiation"	"BP"
"GO:0022409"	0.0354005496901531	0.978210404982002	30	171	"positive regulation of cell-cell adhesion"	"BP"
"GO:0070011"	0.0354256490526092	0.974496082174197	62	393	"peptidase activity, acting on L-amino acid peptides"	"MF"
"GO:0055065"	0.0354847028262735	0.974589780848412	60	382	"metal ion homeostasis"	"BP"
"GO:0030835"	0.0355279277697154	0.98769135261079	8	31	"negative regulation of actin filament depolymerization"	"BP"
"GO:0099537"	0.0355924454875005	0.97508703214754	53	327	"trans-synaptic signaling"	"BP"
"GO:0050850"	0.0357012339859774	0.987564556159868	8	32	"positive regulation of calcium-mediated signaling"	"BP"
"00350"	0.0357019716460748	0.988721967351373	7	26	"Tyrosine metabolism"	"KEGG"
"GO:0042095"	0.0360826773865473	0.993389865207806	4	11	"interferon-gamma biosynthetic process"	"BP"
"04350"	0.036085309999829	0.9824155086537	15	72	"TGF-beta signaling pathway"	"KEGG"
"GO:0030814"	0.0362838586269861	0.983370646523891	13	61	"regulation of cAMP metabolic process"	"BP"
"GO:0030001"	0.0362954688818177	0.972958264881476	76	495	"metal ion transport"	"BP"
"GO:0009066"	0.0363417481550849	0.986331305700846	9	37	"aspartate family amino acid metabolic process"	"BP"
"GO:0010880"	0.0364121884777276	0.993309647544364	4	11	"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	"BP"
"GO:0060393"	0.0364391450089408	0.984647487550136	11	48	"regulation of pathway-restricted SMAD protein phosphorylation"	"BP"
"GO:0019751"	0.0364920742422925	0.982190220533186	15	72	"polyol metabolic process"	"BP"
"04910"	0.0366434631316338	0.979067914853819	23	123	"Insulin signaling pathway"	"KEGG"
"GO:0090238"	0.0368355493594929	0.998467345684348	2	3	"positive regulation of arachidonic acid secretion"	"BP"
"GO:0010982"	0.0369172394052624	0.998462022001346	2	3	"regulation of high-density lipoprotein particle clearance"	"BP"
"GO:2000418"	0.0370665036079849	0.998452276599083	2	3	"positive regulation of eosinophil migration"	"BP"
"GO:0030279"	0.037109159550238	0.982960172560574	13	60	"negative regulation of ossification"	"BP"
"GO:0000302"	0.0371853312920819	0.977420704023906	28	160	"response to reactive oxygen species"	"BP"
"GO:0031579"	0.037209362704597	0.989487757524813	6	21	"membrane raft organization"	"BP"
"GO:0008035"	0.0373129438745433	0.995404332009099	3	7	"high-density lipoprotein particle binding"	"MF"
"GO:0051894"	0.0373779614650223	0.989428403172437	6	21	"positive regulation of focal adhesion assembly"	"BP"
"GO:0099536"	0.0374241135508971	0.973715637285629	53	328	"synaptic signaling"	"BP"
"GO:0019725"	0.0374820129837073	0.971425224293357	88	586	"cellular homeostasis"	"BP"
"GO:1902903"	0.0375079182766706	0.97497641036512	41	247	"regulation of supramolecular fiber organization"	"BP"
"GO:0034441"	0.0375839496935408	0.998418313404705	2	3	"plasma lipoprotein oxidation"	"BP"
"GO:0042160"	0.0375839496935408	0.998418313404705	2	3	"lipoprotein modification"	"BP"
"GO:0042161"	0.0375839496935408	0.998418313404705	2	3	"lipoprotein oxidation"	"BP"
"GO:0032094"	0.0376305661264218	0.990977681672008	5	16	"response to food"	"BP"
"GO:1903020"	0.0376894941087184	0.989318542623436	6	21	"positive regulation of glycoprotein metabolic process"	"BP"
"GO:0052564"	0.0377130161582313	0.998409798692542	2	3	"response to immune response of other organism involved in symbiotic interaction"	"BP"
"GO:0052572"	0.0377130161582313	0.998409798692542	2	3	"response to host immune response"	"BP"
"GO:0071636"	0.0378160635132433	0.992965050945249	4	11	"positive regulation of transforming growth factor beta production"	"BP"
"GO:0030550"	0.0378681879029954	0.99839953894978	2	3	"acetylcholine receptor inhibitor activity"	"MF"
"GO:0030038"	0.0378709916884424	0.980910144572267	16	79	"contractile actin filament bundle assembly"	"BP"
"GO:0043149"	0.0378709916884424	0.980910144572267	16	79	"stress fiber assembly"	"BP"
"GO:0004620"	0.0378967168477212	0.983171021111398	12	55	"phospholipase activity"	"MF"
"GO:0004667"	0.0379994798486314	0.998390838665099	2	3	"prostaglandin-D synthase activity"	"MF"
"GO:0060560"	0.0380146067614417	0.976257581910338	31	176	"developmental growth involved in morphogenesis"	"BP"
"GO:0051693"	0.0380590479341382	0.987806366113316	7	26	"actin filament capping"	"BP"
"GO:0008625"	0.0380822697206276	0.981805709034725	14	68	"extrinsic apoptotic signaling pathway via death domain receptors"	"BP"
"GO:0002407"	0.0381714212350535	0.992877104432106	4	11	"dendritic cell chemotaxis"	"BP"
"GO:0046620"	0.0382072031911014	0.980718332087173	16	79	"regulation of organ growth"	"BP"
"GO:0030546"	0.0383395817799814	0.989088515216601	6	21	"receptor activator activity"	"MF"
"GO:0046390"	0.0383799191800432	0.97684204521181	27	156	"ribose phosphate biosynthetic process"	"BP"
"GO:0046104"	0.0384668737130259	0.998359721668537	2	3	"thymidine metabolic process"	"BP"
"GO:0045651"	0.0384725329635051	0.992802357631517	4	11	"positive regulation of macrophage differentiation"	"BP"
"GO:0051492"	0.0386903094966472	0.981495390115343	14	67	"regulation of stress fiber assembly"	"BP"
"GO:1901992"	0.0387222402753339	0.982718119601926	12	56	"positive regulation of mitotic cell cycle phase transition"	"BP"
"GO:0060421"	0.0388134518437568	0.985220360602891	9	37	"positive regulation of heart growth"	"BP"
"GO:1901492"	0.039020696052289	0.998322559815114	2	3	"positive regulation of lymphangiogenesis"	"BP"
"GO:0002434"	0.0391233813987939	0.998315634997408	2	3	"immune complex clearance"	"BP"
"GO:1900748"	0.0392309165098415	0.998308371558815	2	3	"positive regulation of vascular endothelial growth factor signaling pathway"	"BP"
"GO:0071772"	0.0392716404818375	0.978407078324312	20	104	"response to BMP"	"BP"
"GO:0071773"	0.0392716404818375	0.978407078324312	20	104	"cellular response to BMP stimulus"	"BP"
"GO:1901888"	0.0394735588078589	0.981066732141314	14	67	"regulation of cell junction assembly"	"BP"
"GO:0045672"	0.039506039451554	0.98867317076115	6	21	"positive regulation of osteoclast differentiation"	"BP"
"GO:0019834"	0.0395101817615891	0.998289453444977	2	3	"phospholipase A2 inhibitor activity"	"MF"
"GO:0060350"	0.0396045580039975	0.984861654315372	9	37	"endochondral bone morphogenesis"	"BP"
"GO:0042438"	0.0397109343193344	0.992492785694222	4	11	"melanin biosynthetic process"	"BP"
"GO:0010248"	0.0397175940181245	0.998275351330315	2	3	"establishment or maintenance of transmembrane electrochemical gradient"	"BP"
"GO:1901509"	0.0397568256059935	0.998272679015411	2	3	"regulation of endothelial tube morphogenesis"	"BP"
"GO:0097296"	0.0397701902222182	0.998271768307847	2	3	"activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"BP"
"GO:1902226"	0.0397704806807218	0.998271748513063	2	3	"regulation of macrophage colony-stimulating factor signaling pathway"	"BP"
"GO:1903969"	0.0397704806807218	0.998271748513063	2	3	"regulation of response to macrophage colony-stimulating factor"	"BP"
"GO:1903972"	0.0397704806807218	0.998271748513063	2	3	"regulation of cellular response to macrophage colony-stimulating factor stimulus"	"BP"
"GO:0034988"	0.0399309114354467	0.99826080201447	2	3	"Fc-gamma receptor I complex binding"	"MF"
"GO:0035754"	0.0400646787002789	0.99492021460564	3	7	"B cell chemotaxis"	"BP"
"GO:0045017"	0.0401099876914945	0.977486847907292	21	114	"glycerolipid biosynthetic process"	"BP"
"GO:0001967"	0.0401547963569749	0.992380993450515	4	11	"suckling behavior"	"BP"
"GO:0045907"	0.040165013057612	0.986976640792025	7	26	"positive regulation of vasoconstriction"	"BP"
"GO:1904124"	0.0403684974393368	0.998230811730197	2	3	"microglial cell migration"	"BP"
"GO:1904139"	0.0403684974393368	0.998230811730197	2	3	"regulation of microglial cell migration"	"BP"
"GO:0070201"	0.0403974355773847	0.968488527161665	102	688	"regulation of establishment of protein localization"	"BP"
"GO:0032799"	0.0404024826820348	0.992318420178494	4	11	"low-density lipoprotein receptor particle metabolic process"	"BP"
"GO:0090087"	0.040425815213495	0.968621937037461	98	660	"regulation of peptide transport"	"BP"
"GO:0071331"	0.0404504704572655	0.978899251555096	17	88	"cellular response to hexose stimulus"	"BP"
"GO:0043242"	0.0405535477832037	0.982572598357809	11	49	"negative regulation of protein complex disassembly"	"BP"
"GO:0006014"	0.0405930651375909	0.9982153454259	2	3	"D-ribose metabolic process"	"BP"
"GO:0006814"	0.0406038755788926	0.976230389009134	24	131	"sodium ion transport"	"BP"
"GO:0055025"	0.0406139065226344	0.983412859767569	10	43	"positive regulation of cardiac muscle tissue development"	"BP"
"GO:0060766"	0.0406833787409657	0.992247292787399	4	11	"negative regulation of androgen receptor signaling pathway"	"BP"
"GO:0006553"	0.0407225373131355	0.998206405295506	2	3	"lysine metabolic process"	"BP"
"GO:0015026"	0.0408024085314409	0.989993015798505	5	16	"coreceptor activity"	"MF"
"GO:0010633"	0.0409406739027731	0.983214494204369	10	44	"negative regulation of epithelial cell migration"	"BP"
"GO:0060670"	0.0409411464642749	0.99218186872728	4	11	"branching involved in labyrinthine layer morphogenesis"	"BP"
"GO:0002088"	0.0409860621280461	0.983233837380425	10	43	"lens development in camera-type eye"	"BP"
"GO:0003810"	0.0410480475889926	0.99818385380961	2	3	"protein-glutamine gamma-glutamyltransferase activity"	"MF"
"GO:0004180"	0.0410824891805262	0.986611820590112	7	26	"carboxypeptidase activity"	"MF"
"GO:2000680"	0.0411663846347575	0.998175628877648	2	3	"regulation of rubidium ion transport"	"BP"
"GO:0070995"	0.0412764873219866	0.99470235366175	3	7	"NADPH oxidation"	"BP"
"GO:0099623"	0.04135119806367	0.992077492683642	4	11	"regulation of cardiac muscle cell membrane repolarization"	"BP"
"GO:0061615"	0.0413600645192109	0.992075231715191	4	11	"glycolytic process through fructose-6-phosphate"	"BP"
"GO:0032990"	0.0414696725436823	0.969263900891002	70	450	"cell part morphogenesis"	"BP"
"GO:0048087"	0.0414820123624086	0.994665125543628	3	7	"positive regulation of developmental pigmentation"	"BP"
"GO:0003986"	0.0415700642018737	0.99814746534921	2	3	"acetyl-CoA hydrolase activity"	"MF"
"GO:0004731"	0.0415728483417539	0.998147270539131	2	3	"purine-nucleoside phosphorylase activity"	"MF"
"GO:1901618"	0.0417224163498072	0.986356183869667	7	26	"organic hydroxy compound transmembrane transporter activity"	"MF"
"GO:0003158"	0.0417779159044121	0.977248494105134	19	99	"endothelium development"	"BP"
"GO:0022898"	0.041861728401211	0.975396956157452	24	133	"regulation of transmembrane transporter activity"	"BP"
"GO:0071277"	0.0419041533993949	0.983759137329291	9	38	"cellular response to calcium ion"	"BP"
"GO:0045216"	0.0420239434243035	0.973727074966074	30	171	"cell-cell junction organization"	"BP"
"GO:0006114"	0.0420544350441895	0.998113456249888	2	3	"glycerol biosynthetic process"	"BP"
"GO:0045125"	0.0420645113408608	0.991895048224931	4	11	"bioactive lipid receptor activity"	"MF"
"00100"	0.0420821691626719	0.989589015246786	5	16	"Steroid biosynthesis"	"KEGG"
"GO:0016229"	0.0420937058130499	0.986127272949118	7	27	"steroid dehydrogenase activity"	"MF"
"GO:0051988"	0.042187762346118	0.991863412245384	4	11	"regulation of attachment of spindle microtubules to kinetochore"	"BP"
"GO:0042430"	0.0423405615826046	0.989506986689793	5	16	"indole-containing compound metabolic process"	"BP"
"GO:0050660"	0.0423912353977264	0.978859790064454	15	73	"flavin adenine dinucleotide binding"	"MF"
"GO:1901890"	0.0424871636428032	0.985968435897559	7	27	"positive regulation of cell junction assembly"	"BP"
"GO:0004024"	0.0425469011134999	0.998078638019863	2	3	"alcohol dehydrogenase activity, zinc-dependent"	"MF"
"GO:1903409"	0.0425564648680874	0.978177067614205	16	81	"reactive oxygen species biosynthetic process"	"BP"
"GO:0060713"	0.0425746824030498	0.987564924113636	6	21	"labyrinthine layer morphogenesis"	"BP"
"GO:0048406"	0.042623558455981	0.991751289120529	4	11	"nerve growth factor binding"	"MF"
"GO:0032430"	0.0426386413630449	0.998072125067468	2	3	"positive regulation of phospholipase A2 activity"	"BP"
"GO:0008643"	0.0426982976162286	0.975187898306216	23	125	"carbohydrate transport"	"BP"
"GO:0014072"	0.0427644466202145	0.99171495337353	4	11	"response to isoquinoline alkaloid"	"BP"
"GO:0050919"	0.0428383183912343	0.989348540302439	5	16	"negative chemotaxis"	"BP"
"GO:0045428"	0.0428837312062385	0.981362080628048	11	50	"regulation of nitric oxide biosynthetic process"	"BP"
"GO:0030837"	0.0429141903226415	0.983292302464692	9	38	"negative regulation of actin filament polymerization"	"BP"
"GO:0042446"	0.0429595587550493	0.983271279148482	9	38	"hormone biosynthetic process"	"BP"
"GO:0006809"	0.0429813476463182	0.980499433960414	12	56	"nitric oxide biosynthetic process"	"BP"
"GO:0035588"	0.043031930643353	0.991645850625057	4	11	"G-protein coupled purinergic receptor signaling pathway"	"BP"
"GO:0007617"	0.0430901937203979	0.989268148437099	5	16	"mating behavior"	"BP"
"GO:0001637"	0.0431347580163094	0.989253909737497	5	16	"G-protein coupled chemoattractant receptor activity"	"MF"
"GO:0004950"	0.0431347580163094	0.989253909737497	5	16	"chemokine receptor activity"	"MF"
"GO:0016638"	0.0431735691499241	0.989241505564573	5	16	"oxidoreductase activity, acting on the CH-NH2 group of donors"	"MF"
"GO:0031643"	0.0431739224007761	0.991609105679657	4	11	"positive regulation of myelination"	"BP"
"GO:0016725"	0.0431770940411247	0.991608284422911	4	11	"oxidoreductase activity, acting on CH or CH2 groups"	"MF"
"GO:2001027"	0.0432590845812196	0.998027857748575	2	3	"negative regulation of endothelial cell chemotaxis"	"BP"
"GO:0071837"	0.0432677543927273	0.991584799962697	4	11	"HMG box domain binding"	"MF"
"GO:0034196"	0.0432731276086351	0.998026851380498	2	3	"acylglycerol transport"	"BP"
"GO:0034197"	0.0432731276086351	0.998026851380498	2	3	"triglyceride transport"	"BP"
"GO:0035788"	0.0433080431428908	0.998024348373963	2	3	"cell migration involved in metanephros development"	"BP"
"GO:0035789"	0.0433080431428908	0.998024348373963	2	3	"metanephric mesenchymal cell migration"	"BP"
"GO:0035793"	0.0433080431428908	0.998024348373963	2	3	"positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway"	"BP"
"GO:1900238"	0.0433080431428908	0.998024348373963	2	3	"regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway"	"BP"
"GO:2000589"	0.0433080431428908	0.998024348373963	2	3	"regulation of metanephric mesenchymal cell migration"	"BP"
"GO:2000591"	0.0433080431428908	0.998024348373963	2	3	"positive regulation of metanephric mesenchymal cell migration"	"BP"
"GO:0004467"	0.0433123342410304	0.991573245655629	4	11	"long-chain fatty acid-CoA ligase activity"	"MF"
"GO:0050905"	0.0433632297671251	0.978893846371037	14	68	"neuromuscular process"	"BP"
"GO:0071322"	0.0434805804099465	0.97661866833028	18	95	"cellular response to carbohydrate stimulus"	"BP"
"GO:0002011"	0.0435031780870361	0.981084436109977	11	49	"morphogenesis of an epithelial sheet"	"BP"
"GO:0008430"	0.0435149450246689	0.994292590429105	3	7	"selenium binding"	"MF"
"GO:0001819"	0.0435447283813675	0.969773747092198	47	293	"positive regulation of cytokine production"	"BP"
"GO:0005516"	0.0435732594004452	0.974624221770817	23	125	"calmodulin binding"	"MF"
"GO:0022408"	0.0435794644603464	0.974599209285063	23	127	"negative regulation of cell-cell adhesion"	"BP"
"GO:0072210"	0.0436222305053665	0.987181559931467	6	21	"metanephric nephron development"	"BP"
"GO:0051953"	0.0436240488353941	0.989097281883306	5	16	"negative regulation of amine transport"	"BP"
"GO:1903588"	0.0437238879351965	0.997994444607387	2	3	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"	"BP"
"00130"	0.0438119646894733	0.994237513968058	3	7	"Ubiquinone and other terpenoid-quinone biosynthesis"	"KEGG"
"GO:0070486"	0.0438327464615092	0.991209190818322	4	12	"leukocyte aggregation"	"BP"
"GO:0016647"	0.0438651752481518	0.997984245551011	2	3	"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor"	"MF"
"GO:0000303"	0.0438685813173358	0.986983667884023	6	22	"response to superoxide"	"BP"
"GO:0016628"	0.0439254830991261	0.986962579060396	6	22	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"	"MF"
"GO:2001286"	0.043952343958449	0.997977943292424	2	3	"regulation of caveolin-mediated endocytosis"	"BP"
"GO:0004062"	0.0439642879271434	0.997977079164094	2	3	"aryl sulfotransferase activity"	"MF"
"GO:0071800"	0.043983598758616	0.98704872961757	6	21	"podosome assembly"	"BP"
"GO:1901317"	0.0440082424158948	0.997973897909088	2	3	"regulation of flagellated sperm motility"	"BP"
"GO:0032849"	0.0440457756749826	0.99797117988772	2	3	"positive regulation of cellular pH reduction"	"BP"
"GO:0005984"	0.0442327744356386	0.997957617404508	2	3	"disaccharide metabolic process"	"BP"
"GO:0046625"	0.0442624338343804	0.988892118348394	5	16	"sphingolipid binding"	"MF"
"GO:0014070"	0.0442824234063738	0.96639434728242	80	527	"response to organic cyclic compound"	"BP"
"GO:0060043"	0.0443281619965911	0.983863946525207	8	32	"regulation of cardiac muscle cell proliferation"	"BP"
"GO:0045657"	0.0444114642187317	0.994125850687577	3	7	"positive regulation of monocyte differentiation"	"BP"
"GO:1903555"	0.044415566716746	0.975590059464868	19	102	"regulation of tumor necrosis factor superfamily cytokine production"	"BP"
"GO:0051902"	0.0444210430402141	0.997943927995444	2	3	"negative regulation of mitochondrial depolarization"	"BP"
"GO:1904180"	0.0444210430402141	0.997943927995444	2	3	"negative regulation of membrane depolarization"	"BP"
"GO:0032036"	0.0444443291584636	0.994119710045175	3	7	"myosin heavy chain binding"	"MF"
"GO:0031349"	0.0444812087892973	0.97076097048666	36	216	"positive regulation of defense response"	"BP"
"GO:0051893"	0.0444817670640539	0.981492065899292	10	44	"regulation of focal adhesion assembly"	"BP"
"GO:0090109"	0.0444817670640539	0.981492065899292	10	44	"regulation of cell-substrate junction assembly"	"BP"
"GO:0010906"	0.0444829024831028	0.975577300247026	19	100	"regulation of glucose metabolic process"	"BP"
"GO:0004634"	0.0445185099179222	0.997936827258068	2	3	"phosphopyruvate hydratase activity"	"MF"
"GO:0071326"	0.0446308403557093	0.976406699678444	17	89	"cellular response to monosaccharide stimulus"	"BP"
"GO:0071801"	0.044853469171713	0.988701361513926	5	16	"regulation of podosome assembly"	"BP"
"GO:1903557"	0.0448651527294679	0.978689968448008	13	64	"positive regulation of tumor necrosis factor superfamily cytokine production"	"BP"
"GO:0002833"	0.0449315894508448	0.982300821257725	9	39	"positive regulation of response to biotic stimulus"	"BP"
