"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0033194",0.204135912467955,0.926869316409487,4,13,"response to hydroperoxide","BP"
"GO:0002313",0.204341115025281,0.926765498703608,4,13,"mature B cell differentiation involved in immune response","BP"
"GO:0043023",0.204367893492332,0.943220581964669,3,8,"ribosomal large subunit binding","MF"
"GO:0006658",0.204419400288791,0.94113826628704,3,9,"phosphatidylserine metabolic process","BP"
"GO:0005072",0.204420813884199,0.962038351788958,2,5,"transforming growth factor beta receptor, cytoplasmic mediator activity","MF"
"GO:0007040",0.204479318470812,0.881390683713077,11,46,"lysosome organization","BP"
"GO:0080171",0.204479318470812,0.881390683713077,11,46,"lytic vacuole organization","BP"
"GO:0006398",0.204608629105709,0.961980297922937,2,5,"mRNA 3'-end processing by stem-loop binding and cleavage","BP"
"GO:0031491",0.205001543712031,0.875933596759635,13,50,"nucleosome binding","MF"
"GO:0001105",0.20517948934065,0.898609854568335,7,29,"RNA polymerase II transcription coactivator activity","MF"
"GO:0036114",0.20529389057317,1,1,1,"medium-chain fatty-acyl-CoA catabolic process","BP"
"GO:0036115",0.20529389057317,1,1,1,"fatty-acyl-CoA catabolic process","BP"
"GO:0036116",0.20529389057317,1,1,1,"long-chain fatty-acyl-CoA catabolic process","BP"
"GO:1900533",0.20529389057317,1,1,1,"palmitic acid metabolic process","BP"
"GO:1900535",0.20529389057317,1,1,1,"palmitic acid biosynthetic process","BP"
"GO:0031369",0.205660947829656,0.888880588980553,9,35,"translation initiation factor binding","MF"
"GO:0042769",0.205675879660309,0.961649659716549,2,5,"DNA damage response, detection of DNA damage","BP"
"GO:0051055",0.20583588720648,0.898995160360906,7,27,"negative regulation of lipid biosynthetic process","BP"
"GO:0018773",0.205895487638089,1,1,1,"acetylpyruvate hydrolase activity","MF"
"GO:0034545",0.205895487638089,1,1,1,"fumarylpyruvate hydrolase activity","MF"
"GO:0047621",0.205895487638089,1,1,1,"acylpyruvate hydrolase activity","MF"
"GO:0010508",0.205933997487616,0.868799194279142,15,69,"positive regulation of autophagy","BP"
"GO:0060100",0.206004451573083,0.940452779298927,3,9,"positive regulation of phagocytosis, engulfment","BP"
"GO:1905155",0.206004451573083,0.940452779298927,3,9,"positive regulation of membrane invagination","BP"
"GO:0030377",0.206200397520875,1,1,1,"urokinase plasminogen activator receptor activity","MF"
"GO:0038195",0.206200397520875,1,1,1,"urokinase plasminogen activator signaling pathway","BP"
"GO:0060765",0.206203441713679,0.914217722285639,5,18,"regulation of androgen receptor signaling pathway","BP"
"GO:0070098",0.207194200969401,0.906669467179623,6,20,"chemokine-mediated signaling pathway","BP"
"GO:0009214",0.207397815853951,0.924132257936929,4,14,"cyclic nucleotide catabolic process","BP"
"GO:0010744",0.207648515282722,0.939738582831272,3,9,"positive regulation of macrophage derived foam cell differentiation","BP"
"GO:0002577",0.207670159745403,0.914188264753143,5,17,"regulation of antigen processing and presentation","BP"
"GO:0061136",0.207670439078208,0.852168142742424,25,116,"regulation of proteasomal protein catabolic process","BP"
"GO:0060419",0.207711628765485,0.87239310272074,13,59,"heart growth","BP"
"GO:0006166",0.207896076086437,0.965672048333932,2,4,"purine ribonucleoside salvage","BP"
"GO:2000193",0.207911479613805,0.924951184825114,4,13,"positive regulation of fatty acid transport","BP"
"GO:0042608",0.20801988720607,0.96091899951677,2,5,"T cell receptor binding","MF"
"GO:0006072",0.208134362091115,0.960883158451109,2,5,"glycerol-3-phosphate metabolic process","BP"
"GO:0072319",0.208238128973472,0.960850657280317,2,5,"vesicle uncoating","BP"
"GO:0044723",0.208259784014678,0.831232394931464,61,308,"single-organism carbohydrate metabolic process","BP"
"GO:0005165",0.20847751215815,0.937759729503229,3,10,"neurotrophin receptor binding","MF"
"GO:0045444",0.208484956045127,0.844152662323342,33,160,"fat cell differentiation","BP"
"GO:0045719",0.208784826693444,0.960679225064353,2,5,"negative regulation of glycogen biosynthetic process","BP"
"GO:0070874",0.208784826693444,0.960679225064353,2,5,"negative regulation of glycogen metabolic process","BP"
"GO:0070584",0.208808819148619,0.905706531076864,6,20,"mitochondrion morphogenesis","BP"
"GO:0060253",0.209083497780379,0.941236588806637,3,8,"negative regulation of glial cell proliferation","BP"
"GO:0004794",0.209529832137814,1,1,1,"L-threonine ammonia-lyase activity","MF"
"GO:0002327",0.209674682413969,0.937224076362007,3,10,"immature B cell differentiation","BP"
"GO:0004653",0.209833668350795,0.937152810035017,3,10,"polypeptide N-acetylgalactosaminyltransferase activity","MF"
"GO:0014064",0.209932137554284,1,1,1,"positive regulation of serotonin secretion","BP"
"GO:1903769",0.209932137554284,1,1,1,"negative regulation of cell proliferation in bone marrow","BP"
"GO:0006238",0.210134663490109,1,1,1,"CMP salvage","BP"
"GO:0009224",0.210134663490109,1,1,1,"CMP biosynthetic process","BP"
"GO:0010138",0.210134663490109,1,1,1,"pyrimidine ribonucleotide salvage","BP"
"GO:0032262",0.210134663490109,1,1,1,"pyrimidine nucleotide salvage","BP"
"GO:0044206",0.210134663490109,1,1,1,"UMP salvage","BP"
"GO:0046035",0.210134663490109,1,1,1,"CMP metabolic process","BP"
"GO:0031294",0.210184985230518,0.911962421937086,5,18,"lymphocyte costimulation","BP"
"GO:0031295",0.210184985230518,0.911962421937086,5,18,"T cell costimulation","BP"
"GO:0006396",0.210290705997331,0.816745259404342,142,699,"RNA processing","BP"
"GO:1902110",0.21033808603385,0.903448350787639,6,22,"positive regulation of mitochondrial membrane permeability involved in apoptotic process","BP"
"GO:1902686",0.21033808603385,0.903448350787639,6,22,"mitochondrial outer membrane permeabilization involved in programmed cell death","BP"
"GO:0032429",0.210386778048102,0.960174960495857,2,5,"regulation of phospholipase A2 activity","BP"
"GO:0060236",0.210438603469159,0.960158598793193,2,5,"regulation of mitotic spindle organization","BP"
"GO:0043122",0.210438782532246,0.842589740775483,33,158,"regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"GO:0002028",0.210561998071992,0.873367574595873,12,53,"regulation of sodium ion transport","BP"
"GO:0004766",0.210610760962376,1,1,1,"spermidine synthase activity","MF"
"GO:0045777",0.210942430225663,0.90371686475178,6,21,"positive regulation of blood pressure","BP"
"GO:0009448",0.210953192472155,0.959995975575564,2,5,"gamma-aminobutyric acid metabolic process","BP"
"GO:0035718",0.21112632076878,1,1,1,"macrophage migration inhibitory factor binding","MF"
"GO:0042658",0.21112632076878,1,1,1,"MHC class II protein binding, via antigen binding groove","MF"
"GO:2000737",0.211197360018207,0.922163181277702,4,14,"negative regulation of stem cell differentiation","BP"
"GO:0051196",0.211303667913356,0.884738263025588,9,36,"regulation of coenzyme metabolic process","BP"
"GO:0030108",0.211612556252239,1,1,1,"HLA-A specific activating MHC class I receptor activity","MF"
"GO:0032397",0.211612556252239,1,1,1,"activating MHC class I receptor activity","MF"
"GO:0042536",0.211612556252239,1,1,1,"negative regulation of tumor necrosis factor biosynthetic process","BP"
"GO:1904733",0.211647472629838,1,1,1,"negative regulation of electron carrier activity","BP"
"GO:1904735",0.211647472629838,1,1,1,"regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase","BP"
"GO:1904736",0.211647472629838,1,1,1,"negative regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase","BP"
"GO:0014074",0.211930962933334,0.866645194810033,14,64,"response to purine-containing compound","BP"
"GO:0048536",0.2120444254283,0.888350630735401,8,34,"spleen development","BP"
"GO:0032892",0.212061841374306,0.959644605807063,2,5,"positive regulation of organic acid transport","BP"
"GO:0006879",0.212096498054876,0.889344223302085,8,31,"cellular iron ion homeostasis","BP"
"GO:1905097",0.212097146711507,0.95963339367035,2,5,"regulation of guanyl-nucleotide exchange factor activity","BP"
"GO:0048156",0.212167367212171,0.922768881800579,4,13,"tau protein binding","MF"
"GO:0002299",0.212209472355543,1,1,1,"alpha-beta intraepithelial T cell differentiation","BP"
"GO:0002300",0.212209472355543,1,1,1,"CD8-positive, alpha-beta intraepithelial T cell differentiation","BP"
"GO:0050654",0.212521915805137,0.921472735008244,4,14,"chondroitin sulfate proteoglycan metabolic process","BP"
"GO:2001224",0.212527971786659,0.935940413085235,3,10,"positive regulation of neuron migration","BP"
"GO:0004155",0.212635069850179,1,1,1,"6,7-dihydropteridine reductase activity","MF"
"GO:0019430",0.212733659782095,0.911330770974059,5,17,"removal of superoxide radicals","BP"
"GO:0001826",0.212755438089923,0.959424080034659,2,5,"inner cell mass cell differentiation","BP"
"GO:0002791",0.212766448650571,0.845758441861269,27,129,"regulation of peptide secretion","BP"
"GO:0055131",0.212786156976489,0.95941430063889,2,5,"C3HC4-type RING finger domain binding","MF"
"GO:0098856",0.212876932017746,0.95938539610921,2,5,"intestinal lipid absorption","BP"
"GO:0030879",0.21288429706378,0.855665805279633,19,91,"mammary gland development","BP"
"GO:0005085",0.212916617304808,0.839479561972733,34,172,"guanyl-nucleotide exchange factor activity","MF"
"GO:0003963",0.212956554754934,1,1,1,"RNA-3'-phosphate cyclase activity","MF"
"GO:1903897",0.213091259936353,0.959317113295389,2,5,"regulation of PERK-mediated unfolded protein response","BP"
"GO:0002369",0.213127164982622,0.909563714082238,5,19,"T cell cytokine production","BP"
"GO:0030816",0.213185455313883,0.888252423264904,8,32,"positive regulation of cAMP metabolic process","BP"
"GO:0016411",0.213232284632169,0.888591595498354,8,31,"acylglycerol O-acyltransferase activity","MF"
"GO:0043295",0.213322352575385,0.939430806605003,3,8,"glutathione binding","MF"
"GO:1900750",0.213322352575385,0.939430806605003,3,8,"oligopeptide binding","MF"
"GO:0047499",0.213330895283011,0.95924070679348,2,5,"calcium-independent phospholipase A2 activity","MF"
"GO:0070265",0.213380316809043,0.883319971557905,9,36,"necrotic cell death","BP"
"GO:0048070",0.213581600550726,0.920918867903603,4,14,"regulation of developmental pigmentation","BP"
"GO:0004300",0.213602822562383,0.959153926187478,2,5,"enoyl-CoA hydratase activity","MF"
"GO:0004117",0.213654965430343,0.909259608063499,5,19,"calmodulin-dependent cyclic-nucleotide phosphodiesterase activity","MF"
"GO:0004118",0.213654965430343,0.909259608063499,5,19,"cGMP-stimulated cyclic-nucleotide phosphodiesterase activity","MF"
"GO:0004119",0.213654965430343,0.909259608063499,5,19,"cGMP-inhibited cyclic-nucleotide phosphodiesterase activity","MF"
"GO:0004120",0.213654965430343,0.909259608063499,5,19,"photoreceptor cyclic-nucleotide phosphodiesterase activity","MF"
"GO:0044688",0.213654965430343,0.909259608063499,5,19,"7,8-dihydro-D-neopterin 2',3'-cyclic phosphate phosphodiesterase activity","MF"
"GO:0052712",0.213654965430343,0.909259608063499,5,19,"inositol phosphosphingolipid phospholipase activity","MF"
"GO:0052713",0.213654965430343,0.909259608063499,5,19,"inositol phosphorylceramide phospholipase activity","MF"
"GO:0052714",0.213654965430343,0.909259608063499,5,19,"mannosyl-inositol phosphorylceramide phospholipase activity","MF"
"GO:0052715",0.213654965430343,0.909259608063499,5,19,"mannosyl-diinositol phosphorylceramide phospholipase activity","MF"
"GO:0045745",0.213727917860628,0.92084228807639,4,14,"positive regulation of G-protein coupled receptor protein signaling pathway","BP"
"GO:0016717",0.213898578309678,0.936993919881669,3,9,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","MF"
"GO:0042094",0.213991696969422,0.920704167190886,4,14,"interleukin-2 biosynthetic process","BP"
"GO:0009064",0.214030560334128,0.874588825767895,11,46,"glutamine family amino acid metabolic process","BP"
"GO:0010633",0.214267566395929,0.883035174739606,9,35,"negative regulation of epithelial cell migration","BP"
"GO:0018149",0.214507923399619,0.920433622028686,4,14,"peptide cross-linking","BP"
"GO:0019918",0.214629870764031,1,1,1,"peptidyl-arginine methylation, to symmetrical-dimethyl arginine","BP"
"GO:1904990",0.214629870764031,1,1,1,"regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway","BP"
"GO:1904992",0.214629870764031,1,1,1,"positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway","BP"
"GO:0003841",0.214638410233479,0.936665933577449,3,9,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF"
"GO:0002922",0.214736436551688,0.936622426917834,3,9,"positive regulation of humoral immune response","BP"
"GO:0032639",0.214740730929407,1,1,1,"TRAIL production","BP"
"GO:0032679",0.214740730929407,1,1,1,"regulation of TRAIL production","BP"
"GO:0032759",0.214740730929407,1,1,1,"positive regulation of TRAIL production","BP"
"GO:0007188",0.214804902275191,0.873235898422747,11,50,"adenylate cyclase-modulating G-protein coupled receptor signaling pathway","BP"
"GO:0048259",0.214849780045661,0.867111140619791,13,59,"regulation of receptor-mediated endocytosis","BP"
"GO:0030048",0.214873691882855,0.86418012280986,14,66,"actin filament-based movement","BP"
"GO:0006996",0.214905872414493,0.801576223480486,464,2437,"organelle organization","BP"
"GO:0016403",0.214963079370147,1,1,1,"dimethylargininase activity","MF"
"GO:0034618",0.215024073635708,0.958699010700614,2,5,"arginine binding","MF"
"GO:0000303",0.215207881248033,0.900484912236967,6,22,"response to superoxide","BP"
"GO:0072610",0.215277773730706,0.958617567829103,2,5,"interleukin-12 secretion","BP"
"GO:0035585",0.215522594809008,1,1,1,"calcium-mediated signaling using extracellular calcium source","BP"
"GO:1901731",0.215522594809008,1,1,1,"positive regulation of platelet aggregation","BP"
"GO:0035927",0.215749970630115,0.963461321150813,2,4,"RNA import into mitochondrion","BP"
"GO:0034512",0.216011687281549,1,1,1,"box C/D snoRNA binding","MF"
"GO:0019370",0.216075358396939,0.938246682130442,3,8,"leukotriene biosynthetic process","BP"
"GO:0006221",0.216076035138828,0.90133724965495,6,20,"pyrimidine nucleotide biosynthetic process","BP"
"GO:0042056",0.216179241151637,0.922061919368297,4,12,"chemoattractant activity","MF"
"GO:0060218",0.216248826024899,0.919518934797248,4,14,"hematopoietic stem cell differentiation","BP"
"GO:0016275",0.216352543982688,1,1,1,"[cytochrome c]-arginine N-methyltransferase activity","MF"
"GO:0010041",0.21650462435751,1,1,1,"response to iron(III) ion","BP"
"GO:0071283",0.21650462435751,1,1,1,"cellular response to iron(III) ion","BP"
"GO:0061032",0.21664352972858,0.958177891938817,2,5,"visceral serous pericardium development","BP"
"GO:0030674",0.216863013665519,0.856276879222535,17,79,"protein binding, bridging","MF"
"GO:0039692",0.217060560163075,0.958043220863179,2,5,"single stranded viral RNA replication via double stranded DNA intermediate","BP"
"GO:0055017",0.217090481663209,0.868426747900983,12,54,"cardiac muscle tissue growth","BP"
"GO:0032027",0.217264628403011,0.957977250271796,2,5,"myosin light chain binding","MF"
"GO:0035994",0.217371541382028,0.918927160312267,4,14,"response to muscle stretch","BP"
"GO:0016749",0.217405266938665,0.899139298711495,6,22,"N-succinyltransferase activity","MF"
"GO:1903975",0.217414393847633,0.935429437359419,3,9,"regulation of glial cell migration","BP"
"GO:0055023",0.217426069494176,0.89853852077705,6,23,"positive regulation of cardiac muscle tissue growth","BP"
"GO:0032653",0.217429025314301,0.885799405909181,8,31,"regulation of interleukin-10 production","BP"
"GO:0032703",0.217605961838173,0.918803412377371,4,14,"negative regulation of interleukin-2 production","BP"
"GO:0004365",0.217617933574758,1,1,1,"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity","MF"
"GO:0035605",0.217617933574758,1,1,1,"peptidyl-cysteine S-nitrosylase activity","MF"
"GO:0043891",0.217617933574758,1,1,1,"glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity","MF"
"GO:0070339",0.217859073575023,0.957784813418827,2,5,"response to bacterial lipopeptide","BP"
"GO:0071220",0.217859073575023,0.957784813418827,2,5,"cellular response to bacterial lipoprotein","BP"
"GO:0071221",0.217859073575023,0.957784813418827,2,5,"cellular response to bacterial lipopeptide","BP"
"GO:0046503",0.218044037368857,0.897625630734741,6,24,"glycerolipid catabolic process","BP"
"GO:0045337",0.218084070383666,1,1,1,"farnesyl diphosphate biosynthetic process","BP"
"GO:0042772",0.21817190281996,0.919653753979217,4,13,"DNA damage response, signal transduction resulting in transcription","BP"
"GO:0002691",0.21828288701212,0.907319956002512,5,18,"regulation of cellular extravasation","BP"
"GO:0001075",0.218312068918514,0.957637901177613,2,5,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly","MF"
"GO:0051480",0.218374576116784,0.836585506164314,32,156,"regulation of cytosolic calcium ion concentration","BP"
"GO:0097284",0.218602624893938,0.91827656536267,4,14,"hepatocyte apoptotic process","BP"
"GO:2000296",0.218631882144776,1,1,1,"negative regulation of hydrogen peroxide catabolic process","BP"
"GO:0050482",0.218700776787127,0.91937735427843,4,13,"arachidonic acid secretion","BP"
"GO:1903963",0.218700776787127,0.91937735427843,4,13,"arachidonate transport","BP"
"GO:0045668",0.218832847117657,0.890240359186756,7,28,"negative regulation of osteoblast differentiation","BP"
"GO:0033204",0.219025781663444,1,1,1,"ribonuclease P RNA binding","MF"
"GO:0046501",0.219087114944001,0.957386009573208,2,5,"protoporphyrinogen IX metabolic process","BP"
"GO:0002002",0.219096499159472,0.957382955551524,2,5,"regulation of angiotensin levels in blood","BP"
"GO:0008654",0.219171476289501,0.842923153707385,25,114,"phospholipid biosynthetic process","BP"
"GO:0004474",0.219421834739526,1,1,1,"malate synthase activity","MF"
"GO:0010177",0.219421834739526,1,1,1,"2-(2'-methylthio)ethylmalate synthase activity","MF"
"GO:0043714",0.219421834739526,1,1,1,"(R)-citramalate synthase activity","MF"
"GO:1990782",0.219567639938106,0.866605514643201,12,54,"protein tyrosine kinase binding","MF"
"GO:0019956",0.220104092007797,0.91864237141429,4,13,"chemokine binding","MF"
"GO:0005975",0.220115503206656,0.817710841817555,72,367,"carbohydrate metabolic process","BP"
"GO:0006825",0.220183547895891,0.918600687828889,4,13,"copper ion transport","BP"
"GO:0090075",0.220372710980388,0.905361497736222,5,19,"relaxation of muscle","BP"
"GO:1903317",0.220418613224835,0.866723588156091,12,50,"regulation of protein maturation","BP"
"GO:0002753",0.220660838709411,0.896538641341461,6,23,"cytoplasmic pattern recognition receptor signaling pathway","BP"
"GO:0014011",0.220663117364824,1,1,1,"Schwann cell proliferation involved in axon regeneration","BP"
"GO:1900148",0.220663117364824,1,1,1,"negative regulation of Schwann cell migration","BP"
"GO:1905044",0.220663117364824,1,1,1,"regulation of Schwann cell proliferation involved in axon regeneration","BP"
"GO:1905045",0.220663117364824,1,1,1,"negative regulation of Schwann cell proliferation involved in axon regeneration","BP"
"GO:0090344",0.220707718296742,0.918325516696243,4,13,"negative regulation of cell aging","BP"
"GO:0002790",0.220787455981065,0.834518572349577,32,157,"peptide secretion","BP"
"GO:0090110",0.221175206226034,0.956704019292,2,5,"cargo loading into COPII-coated vesicle","BP"
"GO:1904627",0.221448628030745,0.956614354585456,2,5,"response to phorbol 13-acetate 12-myristate","BP"
"GO:1904628",0.221448628030745,0.956614354585456,2,5,"cellular response to phorbol 13-acetate 12-myristate","BP"
"GO:2000574",0.221599124001388,0.956564965787496,2,5,"regulation of microtubule motor activity","BP"
"GO:0090181",0.2218424210862,0.896406215921964,6,22,"regulation of cholesterol metabolic process","BP"
"GO:0060408",0.221842508581274,1,1,1,"regulation of acetylcholine metabolic process","BP"
"GO:0060409",0.221842508581274,1,1,1,"positive regulation of acetylcholine metabolic process","BP"
"GO:0015780",0.221973792603379,0.956441898941203,2,5,"nucleotide-sugar transport","BP"
"GO:0015781",0.221973792603379,0.956441898941203,2,5,"pyrimidine nucleotide-sugar transport","BP"
"GO:0032412",0.222059998630439,0.842556895708889,23,111,"regulation of ion transmembrane transporter activity","BP"
"GO:0031406",0.222354749263307,0.84278610348469,23,104,"carboxylic acid binding","MF"
"GO:0014831",0.222374606718642,0.956310069516352,2,5,"gastro-intestinal system smooth muscle contraction","BP"
"GO:0004623",0.222591505397224,0.916156350677495,4,14,"phospholipase A2 activity","MF"
"GO:0060977",0.223169601365105,0.90372356087597,5,19,"coronary vasculature morphogenesis","BP"
"GO:0000494",0.223330464644056,1,1,1,"box C/D snoRNA 3'-end processing","BP"
"GO:0033967",0.223330464644056,1,1,1,"box C/D snoRNA metabolic process","BP"
"GO:0034963",0.223330464644056,1,1,1,"box C/D snoRNA processing","BP"
"GO:0036009",0.223330464644056,1,1,1,"protein-glutamine N-methyltransferase activity","MF"
"GO:0052925",0.223330464644056,1,1,1,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity","MF"
"GO:1990258",0.223330464644056,1,1,1,"histone glutamine methylation","BP"
"GO:1990259",0.223330464644056,1,1,1,"histone-glutamine methyltransferase activity","MF"
"GO:0030613",0.223413891467984,1,1,1,"oxidoreductase activity, acting on phosphorus or arsenic in donors","MF"
"GO:0030614",0.223413891467984,1,1,1,"oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor","MF"
"GO:0045174",0.223413891467984,1,1,1,"glutathione dehydrogenase (ascorbate) activity","MF"
"GO:0050610",0.223413891467984,1,1,1,"methylarsonate reductase activity","MF"
"GO:0015785",0.223539180632926,1,1,1,"UDP-galactose transport","BP"
"GO:0072334",0.223539180632926,1,1,1,"UDP-galactose transmembrane transport","BP"
"GO:0004435",0.223563641616561,0.915636809459313,4,14,"phosphatidylinositol phospholipase C activity","MF"
"GO:0033363",0.223640048405793,0.894686793711469,6,23,"secretory granule organization","BP"
"GO:0030150",0.223883593468422,0.907112824207824,5,15,"protein import into mitochondrial matrix","BP"
"00750",0.224250930420828,0.955690538197436,2,5,"Vitamin B6 metabolism","KEGG"
"GO:0031571",0.224354590247951,0.903790605317092,5,18,"mitotic G1 DNA damage checkpoint","BP"
"GO:0045039",0.224387091216876,0.960957160721731,2,4,"protein import into mitochondrial inner membrane","BP"
"00514",0.224459150563699,0.893627450795321,6,24,"Other types of O-glycan biosynthesis","KEGG"
"GO:0035313",0.224524840661126,0.930435443977052,3,10,"wound healing, spreading of epidermal cells","BP"
"GO:0036344",0.224902945440236,0.903469822669564,5,18,"platelet morphogenesis","BP"
"GO:0030091",0.224937841432046,0.960794883114781,2,4,"protein repair","BP"
"GO:0060735",0.225013955769935,1,1,1,"regulation of eIF2 alpha phosphorylation by dsRNA","BP"
"GO:0034121",0.225275091571052,0.874502349372715,9,38,"regulation of toll-like receptor signaling pathway","BP"
"GO:0002679",0.225307404163985,0.934210834067154,3,8,"respiratory burst involved in defense response","BP"
"GO:0002532",0.225497245455689,0.870332056463972,10,41,"production of molecular mediator involved in inflammatory response","BP"
"GO:0036455",0.225781648039873,1,1,1,"iron-sulfur transferase activity","MF"
"GO:0090003",0.22580750408157,0.87413057433445,9,38,"regulation of establishment of protein localization to plasma membrane","BP"
"GO:0010661",0.226015356755888,0.902048004851887,5,19,"positive regulation of muscle cell apoptotic process","BP"
"GO:0016054",0.226292486059693,0.835819840999623,26,121,"organic acid catabolic process","BP"
"GO:0032675",0.226323456873281,0.847157239507018,18,82,"regulation of interleukin-6 production","BP"
"GO:0048268",0.226439267363382,0.929540920312141,3,10,"clathrin coat assembly","BP"
"GO:0000413",0.226481763413988,0.903426325162193,5,17,"protein peptidyl-prolyl isomerization","BP"
"GO:0051180",0.226771569509168,0.913914563121939,4,14,"vitamin transport","BP"
"GO:0033081",0.226915968515569,0.892639522849428,6,23,"regulation of T cell differentiation in thymus","BP"
"GO:2000398",0.226915968515569,0.892639522849428,6,23,"regulation of thymocyte aggregation","BP"
"GO:0061097",0.226989426918873,0.872758588107258,9,40,"regulation of protein tyrosine kinase activity","BP"
"GO:0050681",0.227040203803513,0.892561656564882,6,23,"androgen receptor binding","MF"
"GO:0004017",0.227140783703826,0.954728613231925,2,5,"adenylate kinase activity","MF"
"GO:0015108",0.227334045463154,0.877421937540182,8,36,"chloride transmembrane transporter activity","MF"
"GO:0010954",0.227457513564512,0.913544742226182,4,14,"positive regulation of protein processing","BP"
"GO:0031998",0.227458889854216,0.913543999660435,4,14,"regulation of fatty acid beta-oxidation","BP"
"GO:0046916",0.227485318667371,0.855316500880466,14,61,"cellular transition metal ion homeostasis","BP"
"GO:0052689",0.22755992031313,0.838406534838532,23,106,"carboxylic ester hydrolase activity","MF"
"GO:0043409",0.227636858521855,0.836806340933379,24,115,"negative regulation of MAPK cascade","BP"
"GO:0071826",0.228347697230439,0.823178114318535,40,179,"ribonucleoprotein complex subunit organization","BP"
"GO:0010107",0.228530407561001,0.911940213809943,4,15,"potassium ion import","BP"
"GO:0030881",0.228646155342876,0.932726681727632,3,8,"beta-2-microglobulin binding","MF"
"GO:0006366",0.228738785612558,0.793462315836455,243,1303,"transcription from RNA polymerase II promoter","BP"
"GO:0050812",0.228790690889128,0.954175206976009,2,5,"regulation of acyl-CoA biosynthetic process","BP"
"GO:0006167",0.228860445022048,0.954151742772882,2,5,"AMP biosynthetic process","BP"
"GO:1904064",0.228871315468043,0.853960549531689,14,63,"positive regulation of cation transmembrane transport","BP"
"GO:0003256",0.228936835280069,0.954126039996576,2,5,"regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","BP"
"GO:1901213",0.228936835280069,0.954126039996576,2,5,"regulation of transcription from RNA polymerase II promoter involved in heart development","BP"
"GO:0005372",0.229399194786286,0.953970331202574,2,5,"water transmembrane transporter activity","MF"
"GO:0050673",0.229431099765557,0.817469872611659,48,240,"epithelial cell proliferation","BP"
"GO:0031650",0.229943397150524,0.929734372300252,3,9,"regulation of heat generation","BP"
"GO:0045834",0.230207914113237,0.840331506511496,20,95,"positive regulation of lipid metabolic process","BP"
"GO:0047021",0.230603544739703,1,1,1,"15-hydroxyprostaglandin dehydrogenase (NADP+) activity","MF"
"GO:0050221",0.230603544739703,1,1,1,"prostaglandin-E2 9-reductase activity","MF"
"GO:2000172",0.23091782666859,0.953457207646659,2,5,"regulation of branching morphogenesis of a nerve","BP"
"GO:0002090",0.231013324455718,0.881835838293521,7,29,"regulation of receptor internalization","BP"
"GO:0002374",0.231100897779182,0.929198805507233,3,9,"cytokine secretion involved in immune response","BP"
"GO:0072010",0.231191448339687,0.927301396847043,3,10,"glomerular epithelium development","BP"
"GO:0035376",0.231310713718538,0.953324033853689,2,5,"sterol import","BP"
"GO:0070508",0.231310713718538,0.953324033853689,2,5,"cholesterol import","BP"
"GO:0001134",0.231384331499203,0.927209925338191,3,10,"transcription factor activity, transcription factor recruiting","MF"
"GO:1903209",0.231533316021653,0.928998320520076,3,9,"positive regulation of oxidative stress-induced cell death","BP"
"GO:0042503",0.231664193345895,0.889651790037382,6,23,"tyrosine phosphorylation of Stat3 protein","BP"
"05332",0.231876385530591,0.883883166614575,7,24,"Graft-versus-host disease","KEGG"
"GO:0030510",0.231876709833936,0.864769302753511,10,45,"regulation of BMP signaling pathway","BP"
"GO:0043254",0.231907326503458,0.812330587528859,55,280,"regulation of protein complex assembly","BP"
"GO:0030548",0.232009023278513,0.95308690411736,2,5,"acetylcholine receptor regulator activity","MF"
"GO:0099602",0.232009023278513,0.95308690411736,2,5,"neurotransmitter receptor regulator activity","MF"
"GO:0003344",0.232101589006604,0.95305542969081,2,5,"pericardium morphogenesis","BP"
"GO:0044539",0.232148004352483,0.953039643795429,2,5,"long-chain fatty acid import","BP"
"GO:0003254",0.232192082157144,0.875434887092846,8,32,"regulation of membrane depolarization","BP"
"GO:0034112",0.232434641439158,0.95855489885379,2,4,"positive regulation of homotypic cell-cell adhesion","BP"
"GO:1901186",0.232546494145841,0.909737309286924,4,15,"positive regulation of ERBB signaling pathway","BP"
"GO:0034616",0.232552913231942,0.952901830978815,2,5,"response to laminar fluid shear stress","BP"
"GO:0071499",0.232552913231942,0.952901830978815,2,5,"cellular response to laminar fluid shear stress","BP"
"GO:0097202",0.232795485698808,0.92841186230016,3,9,"activation of cysteine-type endopeptidase activity","BP"
"GO:0051592",0.232902412525241,0.848172618889435,15,69,"response to calcium ion","BP"
